fuente,archivo,tamaño,sha256,modificado
panel_zona_contraste,data\processed\panel_zona_contraste.csv,0.12 MB,2cc99a39b3a554fea69606c4bef8ef6f4f76895d8d4989c449b8b1f99ef48a79,2026-09-20 16:52
